Name,Description,Muscles Involved,Related Conditions,Structures Involved,URL
Wall Press Dead Bug,"The wall press dead bug exercise is used to build core endurance and to dissociate movement between the hip and spine. Lie down 90 degrees to the wall and on your back. Place your fists or palms against the wall overhead with your elbows in line with your shoulders. Press into the wall with your arms and raise your legs with knees bent to 90 degrees and in line with the hips. Extend your leg one at a time, alternating sides. Extend until just above floor level, hold for 3-5 seconds, and pull it back to start position.","Hip Flexors (Iliopsoas), Core (Transverse Abdominus)","Hip Spine Syndrome, Thoracolumbar Syndrome, Acute Low Back Pain, Sacroiliac Joint Syndrome",N/A,https://www.rehabhero.ca/exercise/wall-press-deadbug
Ipsilateral Dead Bug,The ipsilateral dead bug exercise is a core endurance exercise that challenges anti-rotation. Squeeze a ball between one hand and knee on the same side. The knee and hand should be in line with the hip and shoulder respectively. Keep a neutral spine as you extend the other arm and leg and hold them just above ground level.,"Core (Transverse Abdominus, External and Internal Obliques)","Acute Low Back Pain, Hip Spine Syndrome, Thoracolumbar Syndrome, Sacroiliac Joint Syndrome",N/A,https://www.rehabhero.ca/exercise/ipsilateral-deadbug
Stale Dead Bug,The stale bug exercise is used to develop core endurance. Lie down on your back and place a stability ball between your hands and knees. Your knees should be in line with your hips and hands in line with your shoulders. Compress the ball between your hands and knees without flexing the lumbar spine to engage the core.,"Core (Transverse Abdominus), Hip Flexors (Iliopsoas)","Acute Low Back Pain, Sacroiliac Joint Syndrome, Myofascial Pain Syndrome Iliopsoas, Thoracolumbar Syndrome, Hip Spine Syndrome",N/A,https://www.rehabhero.ca/exercise/stale-deadbug
Toe Touch Squat With Reach,This is a full body squat warm up exercise. Start with your arms reaching over head and hinge at the hips to touch your toes. Be sure to keep the knees straight as you reach forwards. Pinch grip your toes and bend the knees to transition into a deep squat position. Free one hand and reach up towards the ceiling by rotating your torso. Alternate sides and resume a toe touch deep squat position. Pinch grip the toes once more and straighten the knees to get back into a standing toe touch position. Finally reach back upwards with both arms and repeat as needed.,N/A,"Squat Warm Up, Strength and Conditioning","Thoracic Spine, Lumbar Spine, Superficial Back Line, Hips (femoroacetabulalr joint), Ankle joint (tibiotalar joint)",https://www.rehabhero.ca/exercise/toe-touch-squat-with-reach
Eccentric Reverse Fly,This exercise uses a band to strengthen the scapular retractors and shoulder horizontal extensors. Hold a band with your palms facing up and raise them to just below shoulder height. Pull the band apart until the middle of the band touches your chest and slowly return back to starting position at a 5-7 second tempo.,"Middle Trapezius, Rhomboids, Rotator Cuff, Posterior Deltoids","Warm Up, Rhomboid Strain, Upper Cross Syndrome, Rotator Cuff Tear",N/A,https://www.rehabhero.ca/exercise/eccentric-reverse-fly
Unilateral Y Raise,"This exercise can be done in any position such as sitting or standing, or in a split squat as shown in the video. Anchor the band near the middle of your chest with one hand and use the other to pull it over head at a roughly 130 degree angle. Hold the band further from your chest to increase the difficulty of the exercise.","Lower Trapezius, Rotator Cuff","Shoulder Impingement, Rotator Cuff Tear, Upper Cross Syndrome",N/A,https://www.rehabhero.ca/exercise/unilateral-y-raise
Eccentric Shoulder External Rotation,This exercise uses a band to provide resistance to the rotator cuff muscles. Hold the band with your palms up and keep the elbows tucked in directly below your shoulder. Rotate your arms externally as far as you can tolerate and slowly return to starting position at a tempo of 5-7 seconds.,"Infraspinatus, Teres Minor","Rotator Cuff Tear, Shoulder Impingement, Shoulder Labral Tear",N/A,https://www.rehabhero.ca/exercise/eccentric-shoulder-external-rotation
Protracted Shoulder Circles,This is a scapulothoracic joint mobilization exercise. Start by placing both fists on your waist with the palms facing down. Push your shoulders forwards and then perform shoulder circles. Create the largest motion possible. Alternate directions after doing 5-10 circles in each direction.,N/A,"Text Neck, Upper Trapezius Headaches, Neck Associated Disorder, Cervicothoracic Junction Dysfunction","Scapulothoracic Joint, Upper Trapezius",https://www.rehabhero.ca/exercise/protracted-shoulder-circles
Banded Chin Tucks,This is a neck strengthening exercise that uses an exercise band. Loop the band around the back of your head and pull it with both hands to increase tension. Tuck your chin in without tilting the head forwards and hold for 5-10 seconds.,Deep Neck Flexors (Longus Colli),"Text Neck, Upper Cross Syndrome, Forward Head Posture, Neck Associated Disorder",N/A,https://www.rehabhero.ca/exercise/banded-chin-tucks
Prone Chin Tuck,This is a neck strengthening exercise that targets the deep neck flexors to reduce neck pain and to improve posture. Start by laying face down. Tuck your chin in and raise your head off the ground while keeping the neck in neutral. To keep the neck in neutral aim to align your forehead with your chin to be parallel with the floor. Hold for up to 10 seconds.,Deep Neck Flexors (Longus Colli),"Text Neck, Upper Cross Syndrome, Text Neck, Forward Head Posture",N/A,https://www.rehabhero.ca/exercise/prone-chin-tuck
Banded Ankle Dorsiflexion,This exercises uses a light strength band to assist you deepening ankle dorsiflexion. The band is used to help the talus glide posteriorly as needed for smooth ankle dorsiflexion. Anchor the band to a stable object behind you and loop it around the foot just below the ankle joint. Keep the heel planted and lean forward with the knee using your torso - the extra bodyweight will help to push the ankle into dorsiflexion.,N/A,"Squat Warm Up, Ankle Impingement, Lower Kinetic Pain Syndrome","Tibiotalar Joint, Achilles Tendon, Calves",https://www.rehabhero.ca/exercise/banded-ankle-dorsiflexion
Banded Hip Scour,This is a hip mobility exercise that uses a heavy strength band to assist in distracting the hip joint. Anchor a heavy strength band (100 lbs of resistance is the one used in the video) to a stable object like a banister or squat rack and loop it around the top of your thigh (near the groin). Take a SPIDERMAN LUNGE STRETCH position and hold your body up with either your hands or your elbows. Circulate your knee a handful of times and then prop your body up with your hands into a new position. Repeat in 4-5 different positions or as needed.,N/A,"Hip Impingement, Squat Warm Up, Hip Labral Tear, Snapping Hip Syndrome",Hip Joint Capsule (Femoroactabular Joint Capsule),https://www.rehabhero.ca/exercise/banded-hip-scour
Knee To Heel Taps,This is a modification to the conventional 90/90 hip mobility exercise. Sit while leaning back with your hands and feet placed just wider than shoulder distance with your knees bent. Start by rotating one hip outwards until it reaches the ground and follow suit by rotating the other hip inwards until the knee touches the other leg’s heel. Return back to start and alternate sides.,N/A,"Squat Warm Up, Hip Impingement, Snapping Hip Syndrome, Hip Spine Syndrome","Hip Joint (Femoroacetabular Joint), Tensor Fascia Latae (TFL), Gluteus Minimus, Gluteus Medius, Pectineus, Gracilis, Hip Adductors Group",https://www.rehabhero.ca/exercise/knee-to-heel-taps
Split Squat Kettlebell Halo,The this is an advanced version of the KETTLEBELL HALO that utilizes a narrower stance to increase core stability and endurance demand. Take a split squat stance and hold a kettlebell in a bottoms up position by gripping each side of the handle. Slowly raise your arms up to circulate the kettlebell around your head and return to center. This can be done in both clockwise and counter clockwise directions. Switch legs between sets.,N/A,"Strength and Conditioning, Warm Up, Shoulder Instability / Shoulder Dislocation / Shoulder Subluxation, Shoulder Labral Tear, Rotator Cuff Tear, Shoulder Impingement","Shoulder Joints (Scapulothoracic, acromioclavicular, glenohumeral joints), Deltoids, Rotator Cuff, Upper Trapezius",https://www.rehabhero.ca/exercise/split-squat-kettlebell-halo
Banded Upright Rows,This is shoulder strengthening exercise. Start by stepping on the center of an exercise band while gripping both ends with your hands. Keep your hands in front of your body and raise them up to shoulder height. They should be raised up directly vertical - keeping in line with your shoulder. Lead the movement with your elbows and aim to pull them up towards the ceiling - leading the movement with the elbows instead of the hands will help to isolate the workload to the shoulders instead of the biceps.,"Deltoids, Upper Trapezius, Rotator Cuff","Strength and Conditioning, Warm Up, Late Stage Recovery Rotator Cuff Tear, Late Stage Recovery Shoulder Impingement",N/A,https://www.rehabhero.ca/exercise/banded-upright-rows
Face Pulls,"This is an upper back and rotator cuff strengthening exercise that utilizes a band as the mode of resistance. Loop a band around your foot and point your toes down, hold the band so that it flows from the pinky to the thumb in the palm of your hand. Alternatively this exercise can be done standing or sitting in a chair with the band anchored to a stable object like a squat rack or bannister. Pull the band towards your face by raising the elbows to shoulder height and hands to ear height. Squeeze the shoulder blades back to engage the upper back muscles.","Rhomboids, Rotator Cuff, Trapezius","Neck Associated Disorder, Upper Cross Syndrome, Text Neck, Forward Head Posture, Rotator Cuff Tear, Rib Joint Pain",N/A,https://www.rehabhero.ca/exercise/face-pulls
Press & Shrug,This is a shoulder strengthening exercise which emphasizes the upward rotation of the scapula to target the upper trapezius. Hold weights starting with your hands at shoulder level. Keep elbows stacked directly below wrists as you raise your hands above your head. At the top of the motion add in an additional shrug to squeeze the upper trapezius muscle. Lower the shrug and reverse the motion to return to starting position.,"Upper Trapezius, Deltoids, Levator Scapulae","Neck Associated Disorder / Neck Pain, Upper Trapezius Headaches, First Rib Dysfunction, Cervicothoracic Junction Dysfunction",N/A,https://www.rehabhero.ca/exercise/press-amp-shrug
Thoracic Openers,This is a mobility exercise for the upper back a.k.a. the thoracic spine. It is preferred that this exercise is done seated but it can be completed standing as well. Place your hands behind your head and pull your elbows in towards each other. Simultaneously curl your upper back into flexion and look down with your head. Appreciate the stretch in the upper back and between your shoulder blades. Slowly then extend the upper back while raising your hands above your head and reaching out behind you. Feel the back muscle contract as you extend your spine.,N/A,"Upper Back Pain, Rib Joint Pain, Text Neck, Forward Head Posture, Upper Cross Syndrome","Cervical Spine, Thoracic Spine, Rhomboids, Trapezius",https://www.rehabhero.ca/exercise/thoracic-openers
Weight Assisted Neck Stretch,This exercise uses a weight to assist in elongating the muscles of the neck. Start by holding a weight with the hand that’s on the same side of the neck that you want to target. This exercise can be done standing or seated. From here use your free hand to pull your head away from the side holding the weight. You may change the angle of the stretch depending on where you want to feel the stretch.,"Upper Trapezius, Levator Scapulae, Splenius Capitus, Splenius Cervicis","Text Neck, Forward Head Posture, Upper Cross Syndrome, Neck Associated Disorder, Whiplash Associated Disorder",N/A,https://www.rehabhero.ca/exercise/weight-assisted-neck-stretch
The World’s Greatest Stretch,"This exercise has been coined as ‘The World’s Greatest Stretch’ due to it’s ability to hit many areas at the same time. This exercise targets the hip flexors of the trail leg (back leg), the hamstrings and glutes of the front leg, and the upper back. Start in a split squat position and lean forward with your torso to add a stretch to the planted knee’s hip flexor. Place one hand on the floor opposite to the front foot. Finally, rotate your up up towards the ceiling leading with your upper back and shoulders.",N/A,"Strength and Conditioning, Squat Warm Up","Thoracic Spine, Hip Flexors (Psoas, Rectus Femoris), Hamstrings, Gluteus Maximus, Serratus Posterior Superior, Rhomboids, Trapezius, Obliques",https://www.rehabhero.ca/exercise/the-worlds-greatest-stretch
Prone Shoulder External Rotations,This is a shoulder external rotation mobility exercise. This exercise can help with increasing your comfort level while doing barbell squats as it allows you to comfortably tuck your arms below the bar. Keep your elbow pinned to the floor and rotate your hand to the ceiling as high as possible and hold for 5-7 seconds. Elbow position can vary depending on your goals (ie it will be lower for low bar squatting vs high bar squatting).,"Infraspinatus, Teres Minor","Shoulder Impingement, Rotator Cuff Tear, Squat Warm Up",N/A,https://www.rehabhero.ca/exercise/prone-shoulder-external-rotations
Ankle Scour,"This is a multidirectional ankle dorsiflexion mobility exercise. Start off by kneeling into a split squat stance. From here, lean forward with the knee as far as you can before feeling a pinch at the front of your ankle. Then ‘scour’ for discomfort by moving your ankle in a circular motion until you discover the range with the most discomfort. From here, rock your knee side to side into the direction of the ankle discomfort. Continue until the discomfort decreases. Lean back and repeat until desired range for the day has been achieved.",N/A,"Squat Warm Up, Ankle Impingement","Ankle Joint (Tibiotalar Joint, Subtalar Joint), Achilles Tendon, Calves",https://www.rehabhero.ca/exercise/ankle-scour
Shoulder Abduction Press,This is a modified version of the SHOULDER PRESS exercise to increase shoulder stability. Tie down a band at shoulder height onto a stable object beside you. Start by gripping the band and hold it beside your shoulder and proceed to press it upwards.,"Rotator Cuff (Supraspinatus), Deltoids, Serratus Anterior","Rotator Cuff Tear, Shoulder Impingement, Shoulder Instability, Shoulder Labral Tear, Shoulder Dislocation / Shoulder Subluxation",N/A,https://www.rehabhero.ca/exercise/shoulder-abduction-press
Kettlebell Side Plank,"This exercise is an advanced version of the conventional SIDE PLANK. Set your body up by supporting it with your elbow and foot while laying on your side. Hold a kettlebell in a ‘bottoms-up’ position with the free arm, and raise it to be directly about your shoulder. Raise the pelvis and hips off the floor and hold a neutral spine position and hold the side plank position.","Core (Obliques, Transversus Abdominus), Serratus Anterior, Rotator Cuff","Rotator Cuff Tear, Shoulder Impingement, Shoulder Instability, Shoulder Labral Tear, Shoulder Dislocation / Shoulder Subluxation, Sacroiliac Joint Syndrome, Thoracolumbar Syndrome, Mechanical Low Back Pain",N/A,https://www.rehabhero.ca/exercise/kettlebell-side-plank
Oblique Sit Arm Raises,Sit on the floor with one leg in front of you with the knee bent at 90 degrees and externally rotated. The other leg will be next to you with the knee also bent to roughly 90 degrees. Lean to the side with the arm opposite of the leg beside you and support your body with your hand. Hold a weight in front of you with your free hand and raise it directly upwards. The path of movement should be directly in line with a perpendicular line draw to the floor.,"Lower Trapezius, Deltoids, Rotator Cuff","Rotator Cuff Tear, Shoulder Impingement, Shoulder Instability, Shoulder Labral Tear, Shoulder Dislocation / Shoulder Subluxation",N/A,https://www.rehabhero.ca/exercise/oblique-sit-arm-raises
Arm Bar,This exercise is a closed kinetic chain exercise that focuses on increasing shoulder stability. Start by hold a weight with a straight arm right about your shoulder when laying on your back. Transition to a side laying position by log rolling your entire body away from the raised arm. During this motion it is important to focus on keeping your arm as perpendicular to the floor as possible. Slowly transitions to the start position and repeat.,"Rotator Cuff (Supraspinatus), Deltoids (Lateral Deltoid), Serratus Anterior","Rotator Cuff Tear, Shoulder Impingement, Shoulder Instability, Shoulder Labral Tear, Shoulder Dislocation / Shoulder Subluxation",N/A,https://www.rehabhero.ca/exercise/arm-bar
Z Press,"This exercise is an advanced modification of the conventional SHOULDER PRESS exercise. For this exercise it is required to sit on the FLOOR, not a bench or chair. To better support the body, sit with your legs unbent and spread wide open. Hold a weight in each hand and complete a pression motion. Keep the elbows directly inline and below the wrists at all times.","Rotator Cuff (Supraspinatus), Deltoids (Lateral Deltoid), Upper Trapezius","Rotator Cuff Tear, Shoulder Impingement, Strength and Conditioning",N/A,https://www.rehabhero.ca/exercise/z-press
Arnold Press,This is a modified version of the conventional SHOULDER PRESS exercise. This exercise can be done seated or standing. Hold two dumbbells at the front of your chest with your palm facing your body. Your elbow should be directly below your wrists to support the hand. Simultaneously externally rotate and abduct the arms into an overhead press. Keep the elbows directly below the wrists during this movement to keep the forearms perpendicular to the floor.,"Rotator Cuff, Deltoids, Upper Trapezius","Rotator Cuff Tear, Shoulder Impingement, Strength and Conditioning",N/A,https://www.rehabhero.ca/exercise/arnold-press
Full Can Raises,This is a modification of the conventional LATERAL RAISE exercise. Start with your arms in the scapular plane (arms about 30 degrees in front of your body). Hold two dumbbells in a thumbs up grip (mid pronation) and raise the weight to approximately shoulder height. Use as little momentum as possible while performing this exercise.,"Rotator Cuff (Supraspinatus), Deltoids (Lateral Deltoid), Upper Trapezius","Rotator Cuff Tear, Shoulder Impingement, Strength and Conditioning",N/A,https://www.rehabhero.ca/exercise/full-can-raises
Single Leg Calf Raises,"This exercise is an advanced version of the conventional CALF RAISE. Stand on the edge of a stair step, stepper or stack of large weight plates with your forefoot and raise the heels as high as possible. Keep an even distribution of weight throughout the balls of each toe and pay attention to your heel position (it should remain in your foot’s midline). Lower the heel to the maximum depth you can reach without raising the toes up and off the stepper.",N/A,"Achilles Tendinitis / Achilles Tendinopathy, Plantar Fasciitis, Calf Strain","Calf (Gastrocnemius > Soleus), Achilles Tendon, Plantar Fascia",https://www.rehabhero.ca/exercise/single-leg-calf-raises
Single Leg Eccentric Calf Raises,"This is a regressed version of the SINGLE LEG CALF RAISE which is used to build calf strength and Achilles load tolerance. Start by standing on the edge of a stepper / stair step / stack of weight plates with your forefoot (balls of your toes). From here raise the heels up with both feet until you hit max height, lift one foot off the step and slowly lower the support heel until you reach max depth. Max depth will be the lowest point that you can reach without lifting the toes up. Take a double leg stance once more and repeat from the beginning.",N/A,"Achilles Tendinitis / Achilles Tendinopathy, Plantar Fasciitis, Calf Strain","Calf (Gastrocnemius > Soleus), Achilles Tendon, Plantar Fascia",https://www.rehabhero.ca/exercise/single-leg-eccentric-calf-raises
Calf Raises,"Start by standing on a stepper, stair step, or stack of weight plates with the balls of your toes (forefoot). You can use a wall for additional balance if required. Raise both heels straight up as high as you can without turning the feet inwards or outwards. To do this try to distribute your weight across the balls of each toe. Lower your heels as far as possible without lifting the toes - this will be below the height of the step / stepper / weight plate.",N/A,"Achilles Tendinitis / Achilles Tendinopathy, Plantar Fasciitis, Calf Strain","Calf (Gastrocnemius > Soleus), Achilles Tendon, Plantar Fascia",https://www.rehabhero.ca/exercise/calf-raises
Seated Calf Raises,"The seated calf raise is used to specifically target the Soleus muscle. While seated, place a yoga block or weight plate to elevate your forefoot.  Add resistance to the exercise by placing a weight on top of your thigh near your knee. Raise the heel as high up as possible and then lower them to max depth without lifting the toes off of the weight plate/ yoga block.",Calf (Soleus > Gastrocnemius),"Achilles Tendinitis / Achilles Tendinopathy, Calf Strain, Plantar Fasciitis",N/A,https://www.rehabhero.ca/exercise/seated-calf-raises
Knees Over Toes Split Squat,This is a modified version of the conventional SPLIT SQUAT. Start off in the bottom position with your front leg’s knee 1-2 inches pass your toes. From here stand straight up and slowly lower back down. Use a rolled up towel or yoga mat to provide padding for your knee.,N/A,"Achilles Tendinitis / Achilles Tendinopathy, Runner’s Knee / Jumper’s Knee, Patellofemoral Pain Syndrome, Glute Amnesia","Calf (Gastrocnemius, Soleus), Achilles Tendon, Quadriceps, Patellar Tendon / Quadriceps Tendon, Gluteus Maximus",https://www.rehabhero.ca/exercise/knees-over-toes-splitsquat
Knees Over Toes Box Squat,This is a modified version of the conventional BOX SQUAT exercise to encourage pulling the body out of deep dorsiflexion. Grab a stable chair and place it behind you. Squat down until your butt taps the chair and stand back up. Allow the knees to pass your toes up to 2-3 inches to maximize ankle dorsiflexion.,N/A,"Squat Warm Up, Achilles Tendinopathy / Achilles Tendinitis, Calf Strain, Runner’s Knee / Jumper’s Knee, Patellofemoral Pain Syndrome","Quadriceps, Achilles Tendon, Calf, Gluteus Maximus",https://www.rehabhero.ca/exercise/knees-over-toes-box-squat
Gas Pedals,Take a seat and loop a band around the foot. Hold the band with both arms to tense it to provide resistance to the foot. Keep both arms low so that the band remains parallel to the legs during this exercise. This will help to prevent the band from slipping off your foot during the exercise. Extend the knee so that it is straight in front of you and plantarflex the foot to engage your calf muscles. You can also do this on the floor with the calf supported by the floor.,"Calf (Gastrocnemius > Soleus), Quadriceps","Achilles Tendinopathy / Achilles Tendinitis, Calf Strain, Ankle Sprain",N/A,https://www.rehabhero.ca/exercise/gas-pedals
Lat Pull Single Leg Glute Bridge,"This is a modified version of the conventional GLUTE BRIDGE. This exercise is modified to include Latissimus Dorsi engagement to stabilize the low back and to take advantage of the Back Functional Line (fascial connection to glutes). While on your back, pull a band from overhead with straight arms to engage the latissimus dorsi. Keep your heels planted with your knees bent to 90 degrees. Raise one foot off the ground and lift your pelvis with one leg.","Gluteus Maximus, Hamstrings, Latissimus Dorsi, Core, Erector Spinae","Sacroiliac Joint Syndrome, Glute Amnesia, Acute Low Back Pain, Deadlift Warm Up, Hamstring Tendinopathy",N/A,https://www.rehabhero.ca/exercise/lat-pull-single-leg-glute-bridge
Elevated Glute Bridge,"This is an advanced version of the conventional GLUTE BRIDGE exercise. Set up by placing your feet on a bench, set of stable chairs, or sofa with your feet shoulder distance apart and knees bent to 90 degrees while laying face up on the floor. Proceed to lift the pelvis off the floor by extending through the hips. Keep a neutral spine by bracing through the core.","Gluteus Maximus, Hamstrings, Erector Spinae, Core, Posterior Chain","Glute Amnesia, Hip Spine Syndrome, Acute Low Back Pain, Sacroiliac Joint Syndrome",N/A,https://www.rehabhero.ca/exercise/elevated-glute-bridge
Elevated Glute Bridge March,"This is an advanced version of the GLUTE BRIDGE exercise. Start by laying on your back with your feet elevated by a bench, set of stable chairs, or sofa with your knees bent to 90 degrees. Raise your pelvis off the floor while maintaining a neutral spine. To keep the spine neutral brace the core prior to raising the hips. Maintain the top position and lift one foot off of the bench and hold for up to 7-10 seconds and alternate.","Gluteus Maximus, Hamstrings, Erector Spinae, Core","Glute Amnesia, Squat Warm Up, Acute Low Back Pain, Sacroiliac Joint Syndrome, Hip Spine Syndrome",N/A,https://www.rehabhero.ca/exercise/elevated-glute-bridge-march
Standing Foot Opener,"This is a foot mobility and warm up drill to improve foot pronation and supination. While standing, simply rotate your entire body in one direction and appreciate the movement occurring at the feet. For example, when rotating to the right, you will feel the right foot supinate and the left foot pronate. When the foot supinates you may feel the intrinsic foot muscle contract, and when it pronates you will feel them stretch.",N/A,"Plantar Fasciitis, Functional Foot Over Pronation, Flat Feet / Pes Planus, Lower Kinetic Pain Syndrome","Medial Longitudinal Arch, Intrinsic Foot Muscles, Plantar Fascia",https://www.rehabhero.ca/exercise/standing-foot-opener
Foot Bridge Drops,"This exercise is to strengthen the foot supinators through an eccentric exercise. Raise both the heel and balls of your toes off the floor with a weight plate, yoga block, or folded towels. From here engage in the SHORT FOOT exercise to raise your medial arch. Then slowly allow the foot to flatten out by dropping the arch.",N/A,"Plantar Fasciitis, Ankle Impingement, Ankle Sprain, Lower Kinetic Pain Syndrome, Functional Foot Over Pronation, Flat Feet / Pes Planus","Medial Longitudinal Arch of the Foot, Plantar Fascia",https://www.rehabhero.ca/exercise/foot-bridge-drops
Single Leg Foot Opener,This is a foot mobility exercise that aims to increase foot pronation and supination control as it relates to the rest of your leg. Stand on one leg and rotate your body inwards to help promote pronation of the foot. Once at max range then rotate the body outwards to promote foot supination. Appreciate the foot contraction with supination and stretch with pronation during both positions.,N/A,"Plantar Fasciitis, Lower Kinetic Pain Syndrome, Hip Hike, Functional Foot Over Pronation, Flat Feet / Pes Planus","Plantar Fascia, Medial Longitudinal Arch of the Foot",https://www.rehabhero.ca/exercise/single-leg-foot-opener
Biased Eccentric Calf Raises,"This exercise is a regressed version of the SINGLE LEG CALF RAISE and advanced version of the conventional CALF RAISE. On a stair step or exercise stepper, raise both heels up as high as possible. Increase the load of a single leg by leaning your body weight onto that foot and then slowly lower the heels as far as possible without lifting the toes up.",N/A,"Achilles Tear / Achilles Tendinopathy / Achilles Tendinitis, Calf Strain / Gastrocnemius Strain / Soleus Strain","Gastrocnemius, Soleus, Achilles Tendon",https://www.rehabhero.ca/exercise/biased-eccentric-calf-raises
Drinking Bird Row,This a modified HIP HINGE exercise that includes band resistance to engage the back muscles. Tie a band down in front of you and hold it with both hands. Hinge at the hips forward while keeping the spine neutral and with a light bend in the knees. Reach your hands out overhead as you hinge forwards. Then simultaneously stand straight up whiling pulling the hands into a row (lead with the elbows).,"Latissimus Dorsi, Erector Spinae, Hamstrings, Rhomboids, Rotator Cuff","Thoracolumbar Syndrome, Acute Low Back Pain, Rotator Cuff Tear, Shoulder Impingement, Deadlift Warm Up",N/A,https://www.rehabhero.ca/exercise/drinking-bird-row
Tripod Pulldowns,This exercise is an at home alternative to the conventional LAT PULLDOWN exercise. Tie a band to your doorknob or other stable object and kneel down on a yoga mat with single hand support. Use the other hand to pull the band leading with your elbow. Focus on pulling your elbow down towards the side of your body instead of pulling through the hand for more effective back engagement.,Latissimus Dorsi,"Low Back Pain, Strength and Conditioning, Warm Up, Rotator Cuff Tear, Shoulder Impingement",N/A,https://www.rehabhero.ca/exercise/tripod-pulldowns
Lat Pull Deadlift,This exercise uses a strength band to engage the Latissimus Dorsi Muscle as a low back spinal stabilizer during a hip hinge motion. Tie a strength band down to a stable object like a stair railing or squat rack in front of you. Pull the band back with straight arms to engage your back muscles. Hold the tension as you complete a deadlift motion.,"Latissimus Dorsi, Erector Spinae, Hamstrings, Gluteus Maximus, Core","Strength and Conditioning, Deadlift Warm Up, Acute Low Back Pain, Hip Spine Syndrome, Thoracolumbar Syndrome, Lumbar Facet Joint Syndrome",N/A,https://www.rehabhero.ca/exercise/lat-pull-deadlift
Isometric Wrist Pronation,This exercises uses a kettlebell to provide rotational stress to the wrist and forearm muscles. Pin a rolled up towel or yoga block between your elbow and body to help isolate the forearm muscles. Hold the weight by the handle and flex the elbow to 90 degrees elbow flexion. Supinate the wrist to bring the kettlebell into a bottoms-up position and allow it to tilt outward of the forearm slightly. Hold this position for 5-7 seconds. Be sure not to go to full range supination as this will rely on your passive tissues to hold onto the weight instead of your wrist and forearm pronators.,"Pronator Teres, Pronator Quadratus, Common Wrist Flexors","Pronator Teres Syndrome, Golfer’s Elbow, Medial Epicondylitis, Wrist Impingement",N/A,https://www.rehabhero.ca/exercise/isometric-wrist-pronation
Isometric Wrist Supination,"This exercise takes advantage of the asymmetrical weight distribution of a kettlebell to provide resistance in this anti-rotation wrist exercise. Specifically this exercise targets the wrist supinators. To ensure good form, place a yoga block or rolled up towel between your elbow and body and bend the elbow to 90 degrees flexion. Hold the handle of a kettlebell in a thumbs up grip (like holding the handle of a cup) and hold the weight for 5-7 seconds.","Supinator, Biceps Brachii","Tennis Elbow, Lateral Epicondylitis, Wrist Impingement",N/A,https://www.rehabhero.ca/exercise/isometric-wrist-supination
Dowel ABCs,This is a wrist and forearm strengthening exercise. Hold one end of a dowel or broomstick out in front of you so that the other end touches the ground. From here move the wrist as to draw the alphabet out with the tip of the broomstick. For maximally intensity attempt to create the largest movements possible while writing out the ABC’s.,"Common Wrist Flexors, Common Wrist Extensors, Pronator Quadratus, Pronator Teres, Supinator","Golfer’s Elbow / Medial Epicondylitis, Tennis Elbow / Lateral Epicondylitis, Wrist Impingement",N/A,https://www.rehabhero.ca/exercise/dowel-abcs
Pronator Quadratus Active Massage,"This is a self massage technique used for the pronator quadratus muscle. Flex your wrist and hold the affected side’s arm straight out in front of you and push downwards on your forearm 1-2 inches proximal from the wrist. The intensity of the pressure is ideally 5-6/10 intensity. While maintaining the pressure, slowly extend the wrist within tolerable limits. Generally this exercise is limited to 4-6 repetitions per day.","Pronator Quadratus, Common Wrist Flexors","Wrist Impingement, Pronator Quadratus Dysfunction, Dynamic Wrist Instability, TFCC Tear",N/A,https://www.rehabhero.ca/exercise/pronator-quadratus-active-massage
Kneeling Hip Airplanes,This is a regressed version of the convention HIP AIRPLANE. Do this closed chain hip abduction exercise to engage your hip muscles and to improve hip stability. Start on your hands and knees and slowly lift up one side’s arm and leg up while rotating upwards with the torso. Extend the raised leg out through the heel and reach towards the ceiling with your arm. Keep the spine neutral by keeping the shoulders squared with your hips.,"Glutes, Core","Glute Amnesia, Sacroiliac Joint Syndrome, Low Back Pain, Hip Spine Syndrome",N/A,https://www.rehabhero.ca/exercise/kneeling-hip-airplanes
Hip Butterfly,This is a closed chain hip abduction exercise used to strengthen the hip. Pin a stability ball against the wall with your knee and maintain the applied pressure while rotating that hip outwards. Isolate the rotation to the hip joint by keeping your torso squared with your pelvis during this exercise. Doing this will also help to uncouple or dissociate movement at the hip from the spine.,"Glutes, Tensor Fascia Latae","Hip Spine Syndrome, Glute Amnesia, Hip Bursitis, Greater Trochanteric Pain Syndrome, External Snapping Hip Syndrome",N/A,https://www.rehabhero.ca/exercise/hip-butterfly
Isometric Kick Back,This is an isometric contraction exercise for the glutes in hip extension. Set up a stability against a wall at approximately knee height. From here push the bottom of your heel back behind you and into the ball and hold. Resist the tension provided by the stability ball. Maintain a neutral spine during this exercise.,"Glutes, Hamstrings","Sacroiliac Joint Syndrome, Glute Amnesia, Hamstring Tendinopathy / Hamstring Tendinitis",N/A,https://www.rehabhero.ca/exercise/isometric-kick-back
